name,neighbourhood,latitude,longitude,room_type,minimum_nights,price,price_per_night,number_of_reviews,last_review,reviews_per_month
Entire Floor of Cozy Two-Flat Near Wrigley Field,Lake View,41.94377008,-87.67172823,Entire home/apt,1,$99.00,$99.00,5,23/04/2017,2.42
Private Space in Center of Boystown,Lake View,41.94061441,-87.64544233,Entire home/apt,2,$125.00,$62.50,20,02/04/2017,0.64
Sunny Boystown/Wrigleyville Studio,Lake View,41.94502863,-87.64560123,Entire home/apt,7,$91.00,$13.00,0,,
Comfortable Studio to Ease and Flow,Lake View,41.94477577,-87.64783204,Entire home/apt,1,$95.00,$95.00,17,23/04/2017,0.8
CASA NEWPORT,Lake View,41.94365827,-87.65005798,Entire home/apt,3,$146.00,$48.67,7,08/05/2017,1.02
Beautiful Boystown Condo,Lake View,41.94431765,-87.64809235,Entire home/apt,1,$175.00,$175.00,22,15/04/2017,1.8
Lincoln Park treasure !,Lake View,41.93384899,-87.64588136,Entire home/apt,1,$87.00,$87.00,1,07/05/2017,1
"Peaceful, Comfy, and Convenient Studio Apartment",Lake View,41.93991596,-87.64281717,Entire home/apt,3,$100.00,$33.33,10,08/05/2017,1.49
Lakeview—Just TRY beating this location!,Lake View,41.94230783,-87.64850282,Entire home/apt,4,$185.00,$46.25,34,13/11/2016,1.86
Bright Lakeview Apt. 1.4 miles from Wrigley,Lake View,41.93365541,-87.66323587,Entire home/apt,1,$74.00,$74.00,7,02/05/2017,6.56
Charming Lakeview Condo,Lake View,41.95680153,-87.67140306,Entire home/apt,2,$150.00,$75.00,23,19/03/2017,1.24
Artsy 3BR in Lake View,Lake View,41.94253277,-87.64824821,Entire home/apt,2,$79.00,$39.50,18,10/04/2017,0.85
The perfect place to be in Chicago!,Lake View,41.94237025,-87.6408994,Entire home/apt,1,$70.00,$70.00,0,,
Entire 1BR home steps from Brown Line & City Life!,Lake View,41.93499662,-87.64941598,Entire home/apt,3,$169.00,$56.33,47,08/05/2017,2.41
Close to Wrigley Field and heart of Lakeview!,Lake View,41.95304162,-87.64675156,Entire home/apt,3,$130.00,$43.33,4,01/08/2016,0.12
SofaBed- Apt in prime location!,Lake View,41.93368419,-87.63854785,Shared room,1,$41.00,$41.00,10,08/03/2016,0.48
Charming Lakeview Studio,Lake View,41.93424932,-87.65015518,Entire home/apt,1,$99.00,$99.00,31,06/11/2016,1.08
Ultimate Wrigley / Red Line Apt. W/ A View,Lake View,41.94673351,-87.65176555,Shared room,1,$40.00,$40.00,2,07/05/2017,2
4 Bed Female Dorm - Wrigley Hostel,Lake View,41.9451225,-87.65481751,Shared room,1,$27.00,$27.00,22,21/04/2017,1.46
"Cool vintage close to transprt, bars, restaurants!",Lake View,41.93578551,-87.66696008,Entire home/apt,1,$88.00,$88.00,71,01/05/2017,2.9
Luxury Home,Lake View,41.94641884,-87.66310311,Shared room,1,$169.00,$169.00,6,07/04/2017,0.66
2 bdrm apt ideally located in Lakeview area,Lake View,41.93473171,-87.65800736,Entire home/apt,2,$150.00,$75.00,25,19/03/2017,0.8
10 Bed Shared Room - Wrigley Hostel,Lake View,41.94655533,-87.65508659,Shared room,1,$27.00,$27.00,35,04/05/2017,1.2
Dfasdfadsf,Lake View,41.93726318,-87.65322533,Shared room,1,"$1,000.00","$1,000.00",0,,
6 Bed Shared Dorm - Wrigley Hostel,Lake View,41.94661878,-87.6554068,Shared room,1,$27.00,$27.00,59,02/05/2017,1.54
8 Bed Shared Dorm - Wrigley Hostel,Lake View,41.94616914,-87.65471798,Shared room,1,$25.00,$25.00,38,11/03/2017,0.98
Boystown Large Studio All for You!,Lake View,41.94268177,-87.64830056,Entire home/apt,2,$85.00,$42.50,17,29/04/2017,1.9
Life is better by the lake!,Lake View,41.94282557,-87.64075661,Entire home/apt,1,$75.00,$75.00,10,27/04/2017,0.49
"Clean, Comfy 1BR-10 Min from Lake and Red Line",Lake View,41.95007123,-87.65057445,Entire home/apt,1,$135.00,$135.00,2,07/05/2017,0.31
Wrigleyville townhome two blocks from ballpark,Lake View,41.95156029,-87.657351,Entire home/apt,2,$350.00,$175.00,1,31/10/2016,0.16
Dugout in Wrigleyville,Lake View,41.94981578,-87.65800119,Entire home/apt,2,$113.00,$56.50,0,,
Small Studio in Wrigleyville,Lake View,41.9524807,-87.65240639,Entire home/apt,1,$150.00,$150.00,15,19/09/2016,0.67
East Lakeview Studio Cozy and Clean,Lake View,41.93677088,-87.63933364,Entire home/apt,1,$120.00,$120.00,15,01/08/2016,0.42
Spacious Lakeview Apartment w/deck,Lake View,41.94023711,-87.6505632,Entire home/apt,1,$75.00,$75.00,1,16/04/2017,1
Cozy Studio steps from Wrigleyville/Boystown,Lake View,41.94425761,-87.64571144,Entire home/apt,1,$40.00,$40.00,0,,
"Clark St Quarters, an Urban Oasis",Lake View,41.93305142,-87.64603919,Entire home/apt,4,$250.00,$62.50,5,08/12/2016,0.45
"Cozy LARGE 2 bedroom apt, MINUTES FROM WRIGLEY!!!",Lake View,41.94451334,-87.66183163,Entire home/apt,1,$375.00,$375.00,0,,
Luxury Condo Lakeview/Wrigleyville,Lake View,41.94289561,-87.64910501,Entire home/apt,2,$380.00,$190.00,3,06/07/2015,0.08
"Lakeview Apt, Great for Summer Weekend Getaway",Lake View,41.93274802,-87.66213233,Entire home/apt,1,$343.00,$343.00,1,07/05/2017,1
"Clark Street Quarters, a Lincoln Park Oasis",Lake View,41.93468867,-87.64455153,Entire home/apt,4,$250.00,$62.50,18,24/04/2017,0.51
Cozy 2Bdr 5Min walk to WrigleyField,Lake View,41.94634896,-87.6620375,Entire home/apt,1,$500.00,$500.00,0,,
Cozy & Spacious Lakeview Apt,Lake View,41.93925503,-87.67101427,Entire home/apt,1,$129.00,$129.00,12,01/01/2017,0.52
Wrigleyville Coachhouse - Walk to Wrigley - 4BD!,Lake View,41.95515874,-87.66731746,Entire home/apt,3,$249.00,$83.00,20,19/03/2017,1.69
NEW Modern 3 Bedroom 2 Bath - BEST Location in Chi,Lake View,41.93456366,-87.64691038,Entire home/apt,3,$225.00,$75.00,21,11/04/2017,1.97
Walking distance to bars+beach+rest,Lake View,41.93538905,-87.63925307,Entire home/apt,4,$84.00,$21.00,6,17/07/2016,0.28
Sundrenched Lincoln Park 4 Bedroom,Lake View,41.93457646,-87.65359574,Entire home/apt,3,$265.00,$88.33,20,08/05/2017,1.62
"Huge 1 bed room, 2 beds apartment in Lakeview Area",Lake View,41.93635883,-87.65187533,Entire home/apt,2,$97.00,$48.50,10,18/07/2016,0.71
North Side Near Wrigley Lakeview Walk Everywhere!!,Lake View,41.94448133,-87.6644737,Entire home/apt,2,$260.00,$130.00,10,29/03/2017,1.45
Spacious 2 bedroom apartment with laundry,Lake View,41.94666834,-87.66161141,Entire home/apt,5,$175.00,$35.00,0,,
Fantastic Summer Townhouse. Walk to the Cubs game!,Lake View,41.93793726,-87.65934387,Entire home/apt,2,$429.00,$214.50,17,07/05/2017,1.56
"2000+ SF Duplex, 4 Bed, Sleeps 10!",Lake View,41.95343783,-87.66873861,Entire home/apt,3,$285.00,$95.00,19,09/04/2017,1.47
Welcome home at Wrigleyville,Lake View,41.94321511,-87.64929699,Entire home/apt,1,$130.00,$130.00,0,,
"Beautiful, sunny flat by Lincoln Park",Lake View,41.9347085,-87.6427039,Entire home/apt,1,$125.00,$125.00,5,12/03/2017,0.64
Simple stay,Lake View,41.9544499,-87.66965447,Entire home/apt,1,$100.00,$100.00,21,28/04/2017,2.96
WALK TO WRIGLEY FIELD from this 3 BR greystone apt,Lake View,41.93421806,-87.64997985,Entire home/apt,2,$215.00,$107.50,23,06/05/2017,2.94
Stunning South Lakeview Condo,Lake View,41.93704058,-87.65040656,Private room,2,$100.00,$50.00,0,,
Wrigley Field - PVT Bedroom/Bath - 5 min. walk,Lake View,41.94309324,-87.65162467,Private room,1,$115.00,$115.00,15,17/10/2016,0.65
New 2 Bed Condo in Lakeview/Wrigley,Lake View,41.95165227,-87.64495652,Entire home/apt,3,$150.00,$50.00,2,30/04/2017,2
Music Suite - 2 Bedroom 1 Bathroom,Lake View,41.94274277,-87.67321401,Entire home/apt,3,$225.00,$75.00,42,11/10/2016,0.6
Wrigleyville Vintage Apt W/ Parking,Lake View,41.94184204,-87.6589425,Entire home/apt,2,$129.00,$64.50,0,,
3 bed Wrigleyville Flat Sleeps 8,Lake View,41.94782781,-87.65754575,Entire home/apt,1,$125.00,$125.00,62,23/04/2017,2.55
5 QUEEN BEDS / 2 FULL BATHS / SLEEPS 10! Suite 2/3,Lake View,41.93349614,-87.65811888,Entire home/apt,2,$199.00,$99.50,10,16/04/2017,0.9
One Block to Wrigley Field,Lake View,41.94770284,-87.6601028,Private room,1,$150.00,$150.00,30,06/11/2016,2.56
"High End 2BR / 2BA, Steps to Wrigley Field + Tix",Lake View,41.95157945,-87.65546306,Entire home/apt,2,$229.00,$114.50,22,24/04/2017,1.94
Wrigleyville 1 Bed w/ balcony,Lake View,41.94758533,-87.65977732,Entire home/apt,1,$200.00,$200.00,58,07/05/2017,2.25
Host’s Own Home - Luxury Apartment,Lake View,41.94278185,-87.67221493,Entire home/apt,3,$380.00,$126.67,10,27/06/2016,0.29
Oh Cornelia,Lake View,41.94512307,-87.64415329,Entire home/apt,5,$50.00,$10.00,1,12/08/2016,0.11
CHICAGO WRIGLEYVILLE CUBS HEADQUARTERS,Lake View,41.95045432,-87.65557592,Entire home/apt,1,$214.00,$214.00,1,30/10/2016,0.16
Queen Size Bed/Roscoe and Halsted,Lake View,41.94223876,-87.65136717,Private room,2,$94.00,$47.00,106,30/04/2017,3.15
Snug Sofa in Great Neighborhood!,Lake View,41.94555354,-87.65155826,Shared room,1,$20.00,$20.00,36,25/04/2017,3.72
Convenient & big at Lakeview 3BR/2B,Lake View,41.93509181,-87.64579184,Entire home/apt,3,$260.00,$86.67,4,06/07/2016,0.28
Cozy brownstone apt near Wrigley,Lake View,41.94777706,-87.65377756,Private room,1,$60.00,$60.00,19,07/05/2017,0.82
"Huge Lakeview Apartment, Amazing Location!",Lake View,41.93503962,-87.6619551,Entire home/apt,2,$120.00,$60.00,1,13/06/2016,0.09
"1BR in Massive Loft, Heart of Wrigley & Boystown",Lake View,41.94523262,-87.65292683,Private room,1,$85.00,$85.00,7,16/04/2017,1.27
***Cozy studio..  only 1/2 block from Wrigley!!**,Lake View,41.94624948,-87.65845618,Entire home/apt,1,$190.00,$190.00,7,02/10/2016,0.29
1/2 block to Wrigley!,Lake View,41.94773897,-87.65876885,Entire home/apt,1,$399.00,$399.00,23,07/05/2017,1.22
Mid-Century mdn twnhs in Lakview,Lake View,41.93396049,-87.64108428,Entire home/apt,3,$114.00,$38.00,15,14/08/2016,0.33
Penthouse condo w/ private roof deck! 2BR / 2 BA,Lake View,41.9400923,-87.65696616,Entire home/apt,2,$250.00,$125.00,6,25/09/2016,0.18
"Premier Boystown Wrigleyville Lakeview Flat, 2A",Lake View,41.94539456,-87.64853583,Entire home/apt,2,$175.00,$87.50,62,24/04/2017,5.55
Lovely 3BR in Lake View,Lake View,41.940197,-87.65622238,Entire home/apt,2,$139.00,$69.50,3,19/03/2017,0.57
Cozy Cute One Bedroom in Lincoln Park Chicago,Lake View,41.93455641,-87.64277987,Entire home/apt,1,$96.00,$96.00,2,07/05/2017,2
Beautiful 2bdrm condo in Lakeview,Lake View,41.93880295,-87.65367123,Entire home/apt,1,$599.00,$599.00,3,03/12/2016,0.45
1 BR East Lakeview / Boystown + W/D,Lake View,41.94018528,-87.6417039,Entire home/apt,1,$99.00,$99.00,113,08/05/2017,6.2
Roscoe House: Wrigleyville Boystown,Lake View,41.94313274,-87.65612607,Entire home/apt,2,$450.00,$225.00,93,30/04/2017,2.72
An apartment in a garden,Lake View,41.94162754,-87.67038556,Entire home/apt,2,$150.00,$75.00,28,08/05/2017,1.53
3 QUEEN BEDS!! SLEEPS 6! LINCOLN PARK!  Suite 3/3,Lake View,41.93303489,-87.65828543,Entire home/apt,1,$79.00,$79.00,2,03/08/2016,0.18
The Dugout - Studio in Wrigleyville,Lake View,41.94445162,-87.65352704,Entire home/apt,1,$125.00,$125.00,1,07/05/2017,1
Wrigleyville Flat,Lake View,41.95006097,-87.67207015,Entire home/apt,1,$175.00,$175.00,25,02/05/2017,2.91
Vintage Beauty With Modern Amenities!  Unit L1,Lake View,41.94852593,-87.66162229,Entire home/apt,3,$399.00,$133.00,1,15/06/2016,0.09
Clarks,Lake View,41.93360892,-87.64590593,Entire home/apt,2,$129.00,$64.50,1,15/11/2015,0.06
1 BR in East Lakeview!!!,Lake View,41.94230436,-87.64534025,Entire home/apt,2,$131.00,$65.50,2,04/09/2016,0.23
Cozy Bdrm W Prvt Entrance Chicago/Lakeview/Wrigley,Lake View,41.94743034,-87.66943394,Private room,2,$64.00,$32.00,17,20/03/2017,1.44
It's Doesn't Get Better--Just Perfect! Unit L2,Lake View,41.95100362,-87.66203123,Entire home/apt,3,$389.00,$129.67,1,14/04/2017,1
NEW! Family Home - Hidden Gem in Wrigleyville,Lake View,41.94723161,-87.67186376,Entire home/apt,2,$950.00,$475.00,0,,
"CUBS,DELUXE, CHIC TERRACED DUPLEX LOFT, TOP LOCALE",Lake View,41.93313862,-87.66826099,Private room,3,$65.00,$21.67,1,05/11/2016,0.16
"Luxury, private bedroom suite in Lakeview",Lake View,41.94038565,-87.64811716,Private room,2,$249.00,$124.50,0,,
2 Bedroom in heart of Lakeview,Lake View,41.93898917,-87.66522821,Entire home/apt,2,$110.00,$55.00,57,03/05/2017,5.25
Great Location Near Wrigley Field & Southport,Lake View,41.94806364,-87.66325256,Entire home/apt,1,$170.00,$170.00,15,07/05/2017,1.37
Lakeview 1-BR! Incredible Location!,Lake View,41.94150013,-87.64581648,Entire home/apt,1,$118.00,$118.00,24,24/04/2017,2.47
Lakeview Condo w/ Courtyard & Deck,Lake View,41.94075885,-87.65301133,Private room,1,$150.00,$150.00,10,23/07/2016,0.55
"3 BR, 2.5 Ba w parking near Wrigley!",Lake View,41.94016858,-87.66453483,Entire home/apt,1,$179.00,$179.00,2,10/04/2017,1.87
"3rd floor 1BR, steps from Boystown & Wrigleyville",Lake View,41.95013898,-87.64699969,Entire home/apt,1,$89.00,$89.00,10,08/01/2017,0.99
Big Condo w Private Rooftop!,Lake View,41.94264985,-87.65119691,Entire home/apt,1,$250.00,$250.00,1,30/10/2016,0.16
Cute Studio - Walk to Wrigley!,Lake View,41.93986916,-87.64440937,Entire home/apt,1,$98.00,$98.00,8,23/04/2017,0.36
"COMPLETELY REMODELED, BEAUTIFUL LAKE VIEW FLAT!",Lake View,41.94518125,-87.66087316,Entire home/apt,1,$200.00,$200.00,4,01/04/2017,0.65
"ENTIRE BUILDING - SLEEPS 26! 13 BEDS, 5 FULL BATHS",Lake View,41.93286195,-87.65873081,Entire home/apt,1,$900.00,$900.00,6,07/05/2017,0.39
Charming 1 Bedroom in Lakeview,Lake View,41.95287443,-87.65395266,Entire home/apt,1,$165.00,$165.00,5,06/05/2017,0.75
Lakeview/Wrigley Master BR & ensuite full bath,Lake View,41.94041314,-87.65891779,Private room,1,$90.00,$90.00,30,08/05/2017,3.61
Loft Wrigleyville Apt! Private bedroom & bath!,Lake View,41.94228229,-87.65257253,Private room,1,$73.00,$73.00,9,12/11/2016,0.85
"Posh Flat, Close to Downtown (No 2)",Lake View,41.94664894,-87.65516897,Private room,2,$54.00,$27.00,227,23/04/2017,4.69
SPACIOUS DUPLEX WITH NEW KITCHEN AND PATIO!,Lake View,41.9512921,-87.67130319,Entire home/apt,2,$250.00,$125.00,72,30/04/2017,3.53
NEW Modern Design- Lincoln Park 4 Bed - SLEEPS 10,Lake View,41.93498613,-87.64673459,Entire home/apt,3,$249.00,$83.00,12,15/04/2017,1.1
Cozy Big Apartment in Central Lakeview,Lake View,41.94061489,-87.64263004,Entire home/apt,2,$107.00,$53.50,8,01/01/2017,0.88
Handsome 3BR in Lake View,Lake View,41.95142389,-87.65991002,Entire home/apt,2,$139.00,$69.50,13,26/03/2017,1.37
Cozy urban rustic centrally located,Lake View,41.94449501,-87.65025744,Entire home/apt,1,$115.00,$115.00,52,04/09/2016,2.24
Henderson Homestead,Lake View,41.94253088,-87.66611871,Entire home/apt,2,$350.00,$175.00,4,06/11/2016,0.56
PERFECT Wrigleyvlle/Lakeview 1 BR,Lake View,41.95574911,-87.66502311,Entire home/apt,2,$75.00,$37.50,4,07/05/2017,1.64
Updated Studio in Lakeview- Great Natural Light,Lake View,41.95000503,-87.64657412,Entire home/apt,2,$104.00,$52.00,2,13/11/2016,0.32
5 Bedroom Flat Sleeps 12 - one block from Wrigley!,Lake View,41.94817384,-87.65860621,Entire home/apt,1,$299.00,$299.00,96,03/05/2017,3.5
New REHAB - 2Bd/1Ba Lakeview/Boystown *CUBS*,Lake View,41.93855269,-87.64818547,Entire home/apt,2,$145.00,$72.50,44,30/04/2017,3.55
Small vacation spot,Lake View,41.93556174,-87.64381475,Entire home/apt,1,$125.00,$125.00,38,23/04/2017,3.35
Extra Bedroom,Lake View,41.94455042,-87.65074509,Private room,1,$57.00,$57.00,1,07/04/2017,0.88
Amazing Location! Right next to Wrigley - Cubs!,Lake View,41.94737131,-87.65551397,Entire home/apt,1,$127.00,$127.00,93,08/05/2017,10.33
"Beautifully Designed Private Home, 6 BD, 5000 SqFt",Lake View,41.93571658,-87.66883477,Entire home/apt,2,"$1,200.00",$600.00,10,29/03/2017,1.02
One Bedroom Apartment in Lakeview East,Lake View,41.94249062,-87.64320491,Entire home/apt,1,$175.00,$175.00,40,29/04/2017,3.87
Lakeview Room,Lake View,41.9468719,-87.64852776,Private room,2,$37.00,$18.50,5,09/04/2017,0.88
"Great Location w/ Hotel Style, Comfort & Amenities",Lake View,41.94295004,-87.65057179,Entire home/apt,1,$244.00,$244.00,32,20/04/2017,3.24
Modern Boystown/Wrigleyville 1 BDRM,Lake View,41.94884279,-87.64904622,Entire home/apt,2,$103.00,$51.50,8,26/03/2017,0.44
Sunny 3BR in Lake View,Lake View,41.93903345,-87.64390211,Entire home/apt,2,$109.00,$54.50,6,15/03/2017,0.48
Spacious And Yet So Cozy & Warm!  Unit N2,Lake View,41.94813628,-87.65987224,Entire home/apt,3,$369.00,$123.00,3,07/05/2017,0.18
Fantastic Wrigleyville Room by CTA,Lake View,41.9534513,-87.65492652,Private room,1,$79.00,$79.00,34,09/04/2017,2.28
O.M.G. It's Just Adorable!  Unit H1,Lake View,41.94207025,-87.66150734,Entire home/apt,3,$238.00,$79.33,2,12/06/2016,0.17
1 Bed Coach House\Full Kitchen&Bath,Lake View,41.94433527,-87.66924984,Entire home/apt,3,$140.00,$46.67,12,07/11/2016,1.01
Roscoe Village Loft near Everything! Walk Score 95,Lake View,41.94176486,-87.67027002,Entire home/apt,9,$125.00,$13.89,17,01/05/2017,2.42
Great family or group north side Chicago living,Lake View,41.94069679,-87.6655636,Entire home/apt,2,$700.00,$350.00,0,,
"Spacious and simple 1 bedroom, quiet neighborhood",Lake View,41.94474232,-87.65909109,Entire home/apt,1,$150.00,$150.00,10,25/02/2017,1.4
"Spacious, exposed brick in Lakeview",Lake View,41.95013448,-87.66157791,Entire home/apt,2,$190.00,$95.00,14,15/04/2017,0.61
LUX LIVIN' IN LAKEVIEW!,Lake View,41.93432849,-87.65728447,Entire home/apt,2,$175.00,$87.50,43,07/05/2017,1.44
Massive 4 Bedroom Duplex - Walk to Wrigley Field!,Lake View,41.95490764,-87.66755474,Entire home/apt,3,$275.00,$91.67,16,05/05/2017,1.36
Large Vintage Getaway,Lake View,41.94128782,-87.64198611,Entire home/apt,1,$66.00,$66.00,4,30/04/2017,3.64
Kid friendly townhome in the heart of Wrigleyville,Lake View,41.94231096,-87.65930841,Entire home/apt,3,$250.00,$83.33,1,07/05/2017,1
"HUGE Unique 1Bed Lakeview, Wrigleyville, Boystown",Lake View,41.95402896,-87.65071788,Entire home/apt,1,$109.00,$109.00,42,06/05/2017,3.1
The Marigold Suite w/ Private Bath,Lake View,41.9413255,-87.65723415,Private room,2,$150.00,$75.00,7,24/07/2016,0.22
Friendly Confines 2 (steps to Wrigley!!),Lake View,41.95126423,-87.65632866,Entire home/apt,1,$270.00,$270.00,22,09/04/2017,3.08
Spacious Apartment in Chicago!,Lake View,41.93374654,-87.64326201,Entire home/apt,1,$100.00,$100.00,17,06/11/2016,0.92
The Wild Blueberry of Wrigleyville,Lake View,41.93997528,-87.65532179,Entire home/apt,1,$500.00,$500.00,0,,
Lovely in Lakeview w/Balcony sleeps 6,Lake View,41.93616041,-87.67271727,Entire home/apt,1,$59.00,$59.00,49,07/05/2017,2.83
Studio Apt Steps from Wrigley/Bars,Lake View,41.94316684,-87.65048972,Entire home/apt,1,$160.00,$160.00,129,30/04/2017,6.43
Spacious 1 Bedroom in Lakeview Close to Wrigley,Lake View,41.9464649,-87.64517474,Entire home/apt,2,$99.00,$49.50,26,15/04/2017,2.41
"Sunny, Clean, Close to the Train!",Lake View,41.93626085,-87.6554933,Entire home/apt,2,$98.00,$49.00,8,20/11/2016,0.61
Large 2 BR Apt in the Lincoln Park,Lake View,41.93383967,-87.64502738,Entire home/apt,2,$138.00,$69.00,0,,
Wrigleyville! Charming Junior 1 Bed,Lake View,41.95188725,-87.65806672,Entire home/apt,1,$549.00,$549.00,1,19/09/2016,0.13
Lakeview Charmer -with parking!,Lake View,41.93923709,-87.65501966,Entire home/apt,2,$170.00,$85.00,83,23/04/2017,3.5
Newly Furnished Kid Friendly Charm,Lake View,41.9384146,-87.67030584,Entire home/apt,2,$172.00,$86.00,36,07/05/2017,2.93
Steps from Wrigley junior suite,Lake View,41.95062331,-87.65980905,Entire home/apt,1,$400.00,$400.00,2,01/01/2017,0.3
Modern condo in Wrigleyville,Lake View,41.94538537,-87.64638981,Entire home/apt,1,$120.00,$120.00,0,,
Central 3BR in Lake View,Lake View,41.94066979,-87.64979131,Entire home/apt,2,$249.00,$124.50,3,23/08/2016,0.27
Unbelievably Charming Home! Unit L3,Lake View,41.94916036,-87.66059293,Entire home/apt,3,$389.00,$129.67,2,25/09/2016,0.23
WrgleyBtwn-2BdrmShareAvlbleupto4ple1BthKCN/OwnShrd,Lake View,41.94420862,-87.64992869,Private room,1,$200.00,$200.00,0,,
Stunning Wrigleyville Apartment! Parking,Lake View,41.9461871,-87.65759358,Private room,1,$200.00,$200.00,2,23/04/2017,1.28
Charming apartment in Lakeview,Lake View,41.93568485,-87.63852901,Entire home/apt,1,$180.00,$180.00,7,05/05/2017,0.93
Wrigley/Lakeview PRIVATE Entrance Posh Room & Bath,Lake View,41.94596786,-87.65476272,Private room,1,$50.00,$50.00,34,08/05/2017,5.26
"Private, Warm Lakeview Condo",Lake View,41.93467833,-87.64266455,Entire home/apt,1,$95.00,$95.00,10,30/04/2017,0.57
The Friendly Confines (steps to Wrigley Field!),Lake View,41.9504304,-87.65686511,Entire home/apt,1,$240.00,$240.00,9,09/04/2017,1.26
Beautiful 2 BR Near Wrigley Field,Lake View,41.93778898,-87.65843311,Entire home/apt,2,$129.00,$64.50,14,23/04/2017,1.18
One block from the cubs,Lake View,41.94796279,-87.66004665,Entire home/apt,1,$150.00,$150.00,20,08/05/2017,3.09
Luxurious space. 7 min walk to train. Wrigley,Lake View,41.95209399,-87.66875556,Private room,1,$150.00,$150.00,0,,
"CONVENIENT Wrigley 3 Bdrms, 5min Walk to CTA Train",Lake View,41.94432008,-87.6542933,Entire home/apt,1,$195.00,$195.00,14,07/05/2017,1.85
Great one bedroom apartment w/den,Lake View,41.93562524,-87.66459533,Entire home/apt,3,$115.00,$38.33,1,24/04/2017,1
Designer Flat / Perfect Location,Lake View,41.94673548,-87.64923681,Private room,2,$95.00,$47.50,198,04/05/2017,4.19
2 Bed 2 Bath with lake views,Lake View,41.9380614,-87.63843275,Entire home/apt,2,$150.00,$75.00,6,10/04/2017,1.01
Roscoe Village 2Br 2B duplex,Lake View,41.94397867,-87.67179905,Entire home/apt,1,$215.00,$215.00,2,26/06/2016,0.18
